UGID/CPIF_BGD,Consumer Price Index - Food - Bangladesh
UGID/CPIF_GAB,Consumer Price Index - Food - Gabon
UGID/CPIG_PAN,Consumer Price Index - General - Panama
UGID/CPIG_SYR,Consumer Price Index - General - Syrian Arab Republic
UGID/CPIG_ZWE,Consumer Price Index - General - Zimbabwe
UGID/CPIF_MOZ,Consumer Price Index - Food - Mozambique
UGID/CPIF_CIV,Consumer Price Index - Food - Côte d'Ivoire
UGID/CPIF_SWZ,Consumer Price Index - Food - Swaziland
UGID/CPIF_HKG,Consumer Price Index - Food - Hong Kong SAR
UGID/CPIF_VUT,Consumer Price Index - Food - Vanuatu
UGID/CPIF_MWI,Consumer Price Index - Food - Malawi
UGID/CPIF_SLE,Consumer Price Index - Food - Sierra Leone
UGID/CPIF_THA,Consumer Price Index - Food - Thailand
UGID/CPIG_CIV,Consumer Price Index - General - Côte d'Ivoire
UGID/CPIG_HKG,Consumer Price Index - General - Hong Kong SAR
UGID/CPIG_SLE,Consumer Price Index - General - Sierra Leone
UGID/CPIG_TUN,Consumer Price Index - General - Tunisia
UGID/CPIF_CAF,Consumer Price Index - Food - Central African Republic
UGID/CPIF_HTI,Consumer Price Index - Food - Haiti
UGID/CPIF_IDN,Consumer Price Index - Food - Indonesia
UGID/CPIF_MMR,Consumer Price Index - Food - Myanmar
UGID/CPIF_NIC,Consumer Price Index - Food - Nicaragua
UGID/CPIF_SYR,Consumer Price Index - Food - Syrian Arab Republic
UGID/BOP_AFG,Balance Of Payments - Current Account - Afghanistan
UGID/BOP_BHS,Balance Of Payments - Current Account - Bahamas
UGID/BOP_BLR,Balance Of Payments - Current Account - Belarus
UGID/BOP_BEN,Balance Of Payments - Current Account - Benin
UGID/BOP_BRA,Balance Of Payments - Current Account - Brazil
UGID/BOP_CAN,Balance Of Payments - Current Account - Canada
UGID/BOP_BGR,Balance Of Payments - Current Account - Bulgaria
UGID/BOP_CHN,Balance Of Payments - Current Account - China
UGID/BOP_HKG,"Balance Of Payments - Current Account - China, Hong Kong SAR"
UGID/BOP_CRI,Balance Of Payments - Current Account - Costa Rica
UGID/BOP_CIV,Balance Of Payments - Current Account - Cote d'Ivoire
UGID/BOP_DNK,Balance Of Payments - Current Account - Denmark
UGID/BOP_GNQ,Balance Of Payments - Current Account - Equatorial Guinea
UGID/BOP_EST,Balance Of Payments - Current Account - Estonia
UGID/BOP_GRC,Balance Of Payments - Current Account - Greece
UGID/BOP_HND,Balance Of Payments - Current Account - Honduras
UGID/BOP_IND,Balance Of Payments - Current Account - India
UGID/BOP_ITA,Balance Of Payments - Current Account - Italy
UGID/BOP_KIR,Balance Of Payments - Current Account - Kiribati
UGID/BOP_KGZ,Balance Of Payments - Current Account - Kyrgyzstan
UGID/BOP_LSO,Balance Of Payments - Current Account - Lesotho
UGID/BOP_MDV,Balance Of Payments - Current Account - Maldives
UGID/BOP_MMR,Balance Of Payments - Current Account - Myanmar
UGID/BOP_MAR,Balance Of Payments - Current Account - Morocco
UGID/BOP_NER,Balance Of Payments - Current Account - Niger
UGID/BOP_OMN,Balance Of Payments - Current Account - Oman
UGID/BOP_POL,Balance Of Payments - Current Account - Poland
UGID/BOP_KOR,Balance Of Payments - Current Account - Republic of Korea
UGID/BOP_RUS,Balance Of Payments - Current Account - Russian Federation
UGID/BOP_WSM,Balance Of Payments - Current Account - Samoa
UGID/BOP_SLE,Balance Of Payments - Current Account - Sierra Leone
UGID/BOP_SWZ,Balance Of Payments - Current Account - Swaziland
UGID/BOP_UGA,Balance Of Payments - Current Account - Uganda
UGID/BOP_THA,Balance Of Payments - Current Account - Thailand
UGID/BOP_VEN,Balance Of Payments - Current Account - Venezuela (Bolivarian Republic of)
UGID/BOP_ZWE,Balance Of Payments - Current Account - Zimbabwe
UGID/AGPROD_5204,Agricultural Production Index - Central America+
UGID/AGPROD_AFG,Agricultural Production Index - Afghanistan
UGID/AGPROD_ARM,Agricultural Production Index - Armenia
UGID/AGPROD_BHS,Agricultural Production Index - Bahamas
UGID/AGPROD_BLZ,Agricultural Production Index - Belize
UGID/AGPROD_BRA,Agricultural Production Index - Brazil
UGID/AGPROD_BFA,Agricultural Production Index - Burkina Faso
UGID/AGPROD_CMR,Agricultural Production Index - Cameroon
UGID/AGPROD_CAF,Agricultural Production Index - Central African Republic
UGID/AGPROD_COL,Agricultural Production Index - Colombia
UGID/AGPROD_CUB,Agricultural Production Index - Cuba
UGID/AGPROD_DMA,Agricultural Production Index - Dominica
UGID/AGPROD_ERI,Agricultural Production Index - Eritrea
UGID/AGPROD_ETH,Agricultural Production Index - Ethiopia
UGID/AGPROD_FIN,Agricultural Production Index - Finland
UGID/AGPROD_GHA,Agricultural Production Index - Ghana
UGID/AGPROD_GTM,Agricultural Production Index - Guatemala
UGID/AGPROD_GNB,Agricultural Production Index - Guinea-Bissau
UGID/AGPROD_IND,Agricultural Production Index - India
UGID/AGPROD_ISR,Agricultural Production Index - Israel
UGID/AGPROD_KWT,Agricultural Production Index - Kuwait
UGID/AGPROD_LVA,Agricultural Production Index - Latvia
UGID/AGPROD_LTU,Agricultural Production Index - Lithuania
UGID/AGPROD_MRT,Agricultural Production Index - Mauritania
UGID/AGPROD_MNG,Agricultural Production Index - Mongolia
UGID/BOP_ALB,Balance Of Payments - Current Account - Albania
UGID/BOP_AUS,Balance Of Payments - Current Account - Australia
UGID/AGPROD_NRU,Agricultural Production Index - Nauru
UGID/AGPROD_NGA,Agricultural Production Index - Nigeria
UGID/AGPROD_NIU,Agricultural Production Index - Niue
UGID/BOP_BLZ,Balance Of Payments - Current Account - Belize
UGID/AGPROD_PHL,Agricultural Production Index - Philippines
UGID/AGPROD_PRT,Agricultural Production Index - Portugal
UGID/BOP_BHR,Balance Of Payments - Current Account - Bahrain
UGID/AGPROD_MDA,Agricultural Production Index - Republic of Moldova
UGID/BOP_CMR,Balance Of Payments - Current Account - Cameroon
UGID/AGPROD_RWA,Agricultural Production Index - Rwanda
UGID/BOP_AGO,Balance Of Payments - Current Account - Angola
UGID/BOP_CPV,Balance Of Payments - Current Account - Cape Verde
UGID/BOP_TCD,Balance Of Payments - Current Account - Chad
UGID/BOP_BGD,Balance Of Payments - Current Account - Bangladesh
UGID/AGPROD_STP,Agricultural Production Index - Sao Tome and Principe
UGID/AGPROD_SAU,Agricultural Production Index - Saudi Arabia
UGID/AGPROD_SVK,Agricultural Production Index - Slovakia
UGID/BOP_BEL,Balance Of Payments - Current Account - Belgium
UGID/AGPROD_SLB,Agricultural Production Index - Solomon Islands
UGID/BOP_COL,Balance Of Payments - Current Account - Colombia
UGID/BOP_BIH,Balance Of Payments - Current Account - Bosnia and Herzegovina
UGID/BOP_BWA,Balance Of Payments - Current Account - Botswana
UGID/AGPROD_SWZ,Agricultural Production Index - Swaziland
UGID/BOP_CAF,Balance Of Payments - Current Account - Central African Republic
UGID/BOP_ECU,Balance Of Payments - Current Account - Ecuador
UGID/BOP_SLV,Balance Of Payments - Current Account - El Salvador
UGID/AGPROD_TON,Agricultural Production Index - Tonga
UGID/AGPROD_TUR,Agricultural Production Index - Turkey
UGID/BOP_CHL,Balance Of Payments - Current Account - Chile
UGID/AGPROD_TZA,Agricultural Production Index - United Republic of Tanzania
UGID/BOP_COG,Balance Of Payments - Current Account - Congo
UGID/AGPROD_UZB,Agricultural Production Index - Uzbekistan
UGID/BOP_GEO,Balance Of Payments - Current Account - Georgia
UGID/AGPROD_VNM,Agricultural Production Index - Viet Nam
UGID/BOP_HRV,Balance Of Payments - Current Account - Croatia
UGID/BOP_GRD,Balance Of Payments - Current Account - Grenada
UGID/BOP_GNB,Balance Of Payments - Current Account - Guinea-Bissau
UGID/BOP_DJI,Balance Of Payments - Current Account - Djibouti
UGID/BOP_HTI,Balance Of Payments - Current Account - Haiti
UGID/CEREAL_5204,Cereal Production Index - Central America+
UGID/CEREAL_5207,Cereal Production Index - South America+
UGID/BOP_EGY,Balance Of Payments - Current Account - Egypt
UGID/BOP_IDN,Balance Of Payments - Current Account - Indonesia
UGID/BOP_ETH,Balance Of Payments - Current Account - Ethiopia
UGID/CEREAL_DZA,Cereal Production Index - Algeria
UGID/CEREAL_ATG,Cereal Production Index - Antigua and Barbuda
UGID/BOP_GAB,Balance Of Payments - Current Account - Gabon
UGID/CEREAL_BHS,Cereal Production Index - Bahamas
UGID/CEREAL_BGD,Cereal Production Index - Bangladesh
UGID/BOP_GMB,Balance Of Payments - Current Account - Gambia
UGID/BOP_GHA,Balance Of Payments - Current Account - Ghana
UGID/BOP_JOR,Balance Of Payments - Current Account - Jordan
UGID/BOP_GIN,Balance Of Payments - Current Account - Guinea
UGID/CEREAL_BLZ,Cereal Production Index - Belize
UGID/BOP_GUY,Balance Of Payments - Current Account - Guyana
UGID/BOP_LVA,Balance Of Payments - Current Account - Latvia
UGID/CEREAL_BWA,Cereal Production Index - Botswana
UGID/CEREAL_BTN,Cereal Production Index - Bhutan
UGID/BOP_HUN,Balance Of Payments - Current Account - Hungary
UGID/BOP_LBY,Balance Of Payments - Current Account - Libya
UGID/CEREAL_KHM,Cereal Production Index - Cambodia
UGID/BOP_IRL,Balance Of Payments - Current Account - Ireland
UGID/BOP_MDG,Balance Of Payments - Current Account - Madagascar
UGID/CEREAL_CAF,Cereal Production Index - Central African Republic
UGID/CEREAL_COL,Cereal Production Index - Colombia
UGID/CEREAL_COG,Cereal Production Index - Congo
UGID/BOP_MRT,Balance Of Payments - Current Account - Mauritania
UGID/BOP_KEN,Balance Of Payments - Current Account - Kenya
UGID/CEREAL_HRV,Cereal Production Index - Croatia
UGID/CEREAL_DJI,Cereal Production Index - Djibouti
UGID/BOP_NZL,Balance Of Payments - Current Account - New Zealand
UGID/CEREAL_EGY,Cereal Production Index - Egypt
UGID/BOP_LUX,Balance Of Payments - Current Account - Luxembourg
UGID/BOP_NGA,Balance Of Payments - Current Account - Nigeria
UGID/BOP_MYS,Balance Of Payments - Current Account - Malaysia
UGID/CEREAL_GAB,Cereal Production Index - Gabon
UGID/CEREAL_DEU,Cereal Production Index - Germany
UGID/BOP_PAK,Balance Of Payments - Current Account - Pakistan
UGID/CEREAL_GNB,Cereal Production Index - Guinea-Bissau
UGID/BOP_MNE,Balance Of Payments - Current Account - Montenegro
UGID/BOP_PER,Balance Of Payments - Current Account - Peru
UGID/CEREAL_HND,Cereal Production Index - Honduras
UGID/BOP_PRY,Balance Of Payments - Current Account - Paraguay
UGID/CEREAL_IND,Cereal Production Index - India
UGID/BOP_NLD,Balance Of Payments - Current Account - Netherlands
UGID/BOP_ROU,Balance Of Payments - Current Account - Romania
UGID/BOP_KNA,Balance Of Payments - Current Account - Saint Kitts and Nevis
UGID/CEREAL_KEN,Cereal Production Index - Kenya
UGID/CEREAL_LVA,Cereal Production Index - Latvia
UGID/BOP_STP,Balance Of Payments - Current Account - Sao Tome and Principe
UGID/BOP_SRB,Balance Of Payments - Current Account - Serbia
UGID/CEREAL_LTU,Cereal Production Index - Lithuania
UGID/BOP_PRT,Balance Of Payments - Current Account - Portugal
UGID/CEREAL_MDV,Cereal Production Index - Maldives
UGID/CEREAL_MLI,Cereal Production Index - Mali
UGID/BOP_SLB,Balance Of Payments - Current Account - Solomon Islands
UGID/BOP_LKA,Balance Of Payments - Current Account - Sri Lanka
UGID/BOP_SYR,Balance Of Payments - Current Account - Syrian Arab Republic
UGID/BOP_RWA,Balance Of Payments - Current Account - Rwanda
UGID/BOP_TJK,Balance Of Payments - Current Account - Tajikistan
UGID/BOP_VCT,Balance Of Payments - Current Account - Saint Vincent and the Grenadines
UGID/BOP_TGO,Balance Of Payments - Current Account - Togo
UGID/CEREAL_NLD,Cereal Production Index - Netherlands
UGID/BOP_SYC,Balance Of Payments - Current Account - Seychelles
UGID/BOP_TTO,Balance Of Payments - Current Account - Trinidad and Tobago
UGID/BOP_TUR,Balance Of Payments - Current Account - Turkey
UGID/CEREAL_NGA,Cereal Production Index - Nigeria
UGID/CEREAL_NOR,Cereal Production Index - Norway
UGID/BOP_SVK,Balance Of Payments - Current Account - Slovakia
UGID/BOP_SVN,Balance Of Payments - Current Account - Slovenia
UGID/CEREAL_PRY,Cereal Production Index - Paraguay
UGID/BOP_SUR,Balance Of Payments - Current Account - Suriname
UGID/BOP_SWE,Balance Of Payments - Current Account - Sweden
UGID/CEREAL_QAT,Cereal Production Index - Qatar
UGID/BOP_ZMB,Balance Of Payments - Current Account - Zambia
UGID/AGPROD_5310,Agricultural Production Index - Asia+
UGID/CEREAL_SEN,Cereal Production Index - Senegal
UGID/CEREAL_SVK,Cereal Production Index - Slovakia
UGID/AGPROD_5207,Agricultural Production Index - South America+
UGID/BOP_TZA,Balance Of Payments - Current Account - United Republic of Tanzania
UGID/AGPROD_AGO,Agricultural Production Index - Angola
UGID/CEREAL_TJK,Cereal Production Index - Tajikistan
UGID/BOP_URY,Balance Of Payments - Current Account - Uruguay
UGID/AGPROD_ARG,Agricultural Production Index - Argentina
UGID/AGPROD_AUT,Agricultural Production Index - Austria
UGID/AGPROD_5100,Agricultural Production Index - Africa+
UGID/CEREAL_UGA,Cereal Production Index - Uganda
UGID/AGPROD_BLR,Agricultural Production Index - Belarus
UGID/AGPROD_BOL,Agricultural Production Index - Bolivia (Plurinational State of)
UGID/AGPROD_5304,Agricultural Production Index - South-Eastern Asia+
UGID/CEREAL_YEM,Cereal Production Index - Yemen
UGID/NEWS_ALB,Newspapers And Journalists In Albania
UGID/AGPROD_ALB,Agricultural Production Index - Albania
UGID/AGPROD_BDI,Agricultural Production Index - Burundi
UGID/AGPROD_CPV,Agricultural Production Index - Cabo Verde
UGID/NEWS_ARG,Newspapers And Journalists In Argentina
UGID/AGPROD_AZE,Agricultural Production Index - Azerbaijan
UGID/AGPROD_COG,Agricultural Production Index - Congo
UGID/NEWS_BEL,Newspapers And Journalists In Belgium
UGID/AGPROD_HRV,Agricultural Production Index - Croatia
UGID/AGPROD_BTN,Agricultural Production Index - Bhutan
UGID/NEWS_BRN,Newspapers And Journalists In Brunei Darussalam
UGID/AGPROD_DNK,Agricultural Production Index - Denmark
UGID/AGPROD_BGR,Agricultural Production Index - Bulgaria
UGID/NEWS_CAN,Newspapers And Journalists In Canada
UGID/AGPROD_EGY,Agricultural Production Index - Egypt
UGID/NEWS_COL,Newspapers And Journalists In Colombia
UGID/NEWS_COK,Newspapers And Journalists In Cook Islands
UGID/AGPROD_CHN,Agricultural Production Index - China
UGID/AGPROD_CAN,Agricultural Production Index - Canada
UGID/AGPROD_GAB,Agricultural Production Index - Gabon
UGID/NEWS_COD,Newspapers And Journalists In Democratic Republic of the Congo
UGID/NEWS_DOM,Newspapers And Journalists In Dominican Republic
UGID/AGPROD_GMB,Agricultural Production Index - Gambia
UGID/AGPROD_COK,Agricultural Production Index - Cook Islands
UGID/AGPROD_CIV,Agricultural Production Index - Côte d'Ivoire
UGID/NEWS_FJI,Newspapers And Journalists In Fiji
UGID/NEWS_GEO,Newspapers And Journalists In Georgia
UGID/AGPROD_GIN,Agricultural Production Index - Guinea
UGID/AGPROD_DOM,Agricultural Production Index - Dominican Republic
UGID/AGPROD_GNQ,Agricultural Production Index - Equatorial Guinea
UGID/NEWS_IDN,Newspapers And Journalists In Indonesia
UGID/AGPROD_IRQ,Agricultural Production Index - Iraq
UGID/AGPROD_ITA,Agricultural Production Index - Italy
UGID/AGPROD_DJI,Agricultural Production Index - Djibouti
UGID/NEWS_JOR,Newspapers And Journalists In Jordan
UGID/AGPROD_DEU,Agricultural Production Index - Germany
UGID/NEWS_KAZ,Newspapers And Journalists In Kazakhstan
UGID/AGPROD_JOR,Agricultural Production Index - Jordan
UGID/AGPROD_GRC,Agricultural Production Index - Greece
UGID/NEWS_LVA,Newspapers And Journalists In Latvia
UGID/AGPROD_LAO,Agricultural Production Index - Lao People's Democratic Republic
UGID/AGPROD_LSO,Agricultural Production Index - Lesotho
UGID/NEWS_MDG,Newspapers And Journalists In Madagascar
UGID/AGPROD_HKG,Agricultural Production Index - Hong Kong SAR
UGID/AGPROD_ISL,Agricultural Production Index - Iceland
UGID/NEWS_MHL,Newspapers And Journalists In Marshall Islands
UGID/AGPROD_MDV,Agricultural Production Index - Maldives
UGID/AGPROD_IDN,Agricultural Production Index - Indonesia
UGID/NEWS_MMR,Newspapers And Journalists In Myanmar
UGID/AGPROD_MLI,Agricultural Production Index - Mali
UGID/AGPROD_IRL,Agricultural Production Index - Ireland
UGID/NEWS_NZL,Newspapers And Journalists In New Zealand
UGID/NEWS_NER,Newspapers And Journalists In Niger
UGID/AGPROD_MMR,Agricultural Production Index - Myanmar
UGID/AGPROD_KEN,Agricultural Production Index - Kenya
UGID/NEWS_PNG,Newspapers And Journalists In Papua New Guinea
UGID/AGPROD_NIC,Agricultural Production Index - Nicaragua
UGID/NEWS_PRY,Newspapers And Journalists In Paraguay
UGID/AGPROD_LBR,Agricultural Production Index - Liberia
UGID/AGPROD_NOR,Agricultural Production Index - Norway
UGID/AGPROD_PNG,Agricultural Production Index - Papua New Guinea
UGID/AGPROD_LUX,Agricultural Production Index - Luxembourg
UGID/AGPROD_MLT,Agricultural Production Index - Malta
UGID/AGPROD_POL,Agricultural Production Index - Poland
UGID/AGPROD_MUS,Agricultural Production Index - Mauritius
UGID/AGPROD_KOR,Agricultural Production Index - Republic of Korea
UGID/NEWS_SAU,Newspapers And Journalists In Saudi Arabia
UGID/AGPROD_MOZ,Agricultural Production Index - Mozambique
UGID/AGPROD_LCA,Agricultural Production Index - Saint Lucia
UGID/AGPROD_NZL,Agricultural Production Index - New Zealand
UGID/AGPROD_SLE,Agricultural Production Index - Sierra Leone
UGID/NEWS_SUR,Newspapers And Journalists In Suriname
UGID/AGPROD_OMN,Agricultural Production Index - Oman
UGID/AGPROD_ZAF,Agricultural Production Index - South Africa
UGID/AGPROD_PRY,Agricultural Production Index - Paraguay
UGID/AGPROD_LKA,Agricultural Production Index - Sri Lanka
UGID/NEWS_CHE,Newspapers And Journalists In Switzerland
UGID/NEWS_TON,Newspapers And Journalists In Tonga
UGID/AGPROD_SYR,Agricultural Production Index - Syrian Arab Republic
UGID/AGPROD_ROU,Agricultural Production Index - Romania
UGID/AGPROD_TLS,Agricultural Production Index - Timor-Leste
UGID/NEWS_TUR,Newspapers And Journalists In Turkey
UGID/NEWS_UZB,Newspapers And Journalists In Uzbekistan
UGID/AGPROD_WSM,Agricultural Production Index - Samoa
UGID/AGPROD_TTO,Agricultural Production Index - Trinidad and Tobago
UGID/AGPROD_UGA,Agricultural Production Index - Uganda
UGID/AGPROD_SYC,Agricultural Production Index - Seychelles
UGID/NEWS_ZMB,Newspapers And Journalists In Zambia
UGID/FIXTEL_ALB,Fixed Line Telephones - Albania
UGID/AGPROD_SOM,Agricultural Production Index - Somalia
UGID/AGPROD_VUT,Agricultural Production Index - Vanuatu
UGID/FIXTEL_AUS,Fixed Line Telephones - Australia
UGID/AGPROD_SUR,Agricultural Production Index - Suriname
UGID/CEREAL_5310,Cereal Production Index - Asia+
UGID/AGPROD_CHE,Agricultural Production Index - Switzerland
UGID/FIXTEL_BLR,Fixed Line Telephones - Belarus
UGID/CEREAL_5100,Cereal Production Index - Africa+
UGID/FIXTEL_BTN,Fixed Line Telephones - Bhutan
UGID/CEREAL_5815,Cereal Production Index - Low Income Food Deficit Countries+
UGID/CEREAL_5304,Cereal Production Index - South-Eastern Asia+
UGID/FIXTEL_BDI,Fixed Line Telephones - Burundi
UGID/FIXTEL_CMR,Fixed Line Telephones - Cameroon
UGID/AGPROD_UKR,Agricultural Production Index - Ukraine
UGID/FIXTEL_CAN,Fixed Line Telephones - Canada
UGID/CEREAL_AUS,Cereal Production Index - Australia
UGID/FIXTEL_COM,Fixed Line Telephones - Comoros
UGID/FIXTEL_COG,Fixed Line Telephones - Congo
UGID/AGPROD_VEN,Agricultural Production Index - Venezuela (Bolivarian Republic of)
UGID/AGPROD_ZMB,Agricultural Production Index - Zambia
UGID/CEREAL_BLR,Cereal Production Index - Belarus
UGID/FIXTEL_DNK,Fixed Line Telephones - Denmark
UGID/FIXTEL_DOM,Fixed Line Telephones - Dominican Republic
UGID/CEREAL_5817,Cereal Production Index - Net Food Importing Developing Countries+
UGID/CEREAL_ALB,Cereal Production Index - Albania
UGID/FIXTEL_GMB,Fixed Line Telephones - Gambia
UGID/CEREAL_AGO,Cereal Production Index - Angola
UGID/FIXTEL_GRD,Fixed Line Telephones - Grenada
UGID/CEREAL_BRB,Cereal Production Index - Barbados
UGID/FIXTEL_HND,Fixed Line Telephones - Honduras
UGID/CEREAL_CZE,Cereal Production Index - Czech Republic
UGID/CEREAL_BEN,Cereal Production Index - Benin
UGID/FIXTEL_IRQ,Fixed Line Telephones - Iraq
UGID/CEREAL_BGR,Cereal Production Index - Bulgaria
UGID/CEREAL_DOM,Cereal Production Index - Dominican Republic
UGID/CEREAL_BRA,Cereal Production Index - Brazil
UGID/CEREAL_ECU,Cereal Production Index - Ecuador
UGID/FIXTEL_JPN,Fixed Line Telephones - Japan
UGID/FIXTEL_KWT,Fixed Line Telephones - Kuwait
UGID/CEREAL_CMR,Cereal Production Index - Cameroon
UGID/CEREAL_FRA,Cereal Production Index - France
UGID/CEREAL_CHL,Cereal Production Index - Chile
UGID/FIXTEL_LSO,Fixed Line Telephones - Lesotho
UGID/CEREAL_GMB,Cereal Production Index - Gambia
UGID/CEREAL_COM,Cereal Production Index - Comoros
UGID/CEREAL_CIV,Cereal Production Index - Côte d'Ivoire
UGID/FIXTEL_MYS,Fixed Line Telephones - Malaysia
UGID/CEREAL_CUB,Cereal Production Index - Cuba
UGID/CEREAL_IDN,Cereal Production Index - Indonesia
UGID/CEREAL_PRK,Cereal Production Index - Democratic People's Republic of Korea
UGID/FIXTEL_MLI,Fixed Line Telephones - Mali
UGID/CEREAL_ERI,Cereal Production Index - Eritrea
UGID/CEREAL_JAM,Cereal Production Index - Jamaica
UGID/CEREAL_ETH,Cereal Production Index - Ethiopia
UGID/FIXTEL_MOZ,Fixed Line Telephones - Mozambique
UGID/CEREAL_KWT,Cereal Production Index - Kuwait
UGID/FIXTEL_NZL,Fixed Line Telephones - New Zealand
UGID/CEREAL_LSO,Cereal Production Index - Lesotho
UGID/CEREAL_GHA,Cereal Production Index - Ghana
UGID/CEREAL_GTM,Cereal Production Index - Guatemala
UGID/FIXTEL_NLD,Fixed Line Telephones - Netherlands
UGID/CEREAL_HTI,Cereal Production Index - Haiti
UGID/CEREAL_MLT,Cereal Production Index - Malta
UGID/FIXTEL_MDA,Fixed Line Telephones - Republic of Moldova
UGID/FIXTEL_RWA,Fixed Line Telephones - Rwanda
UGID/CEREAL_MWI,Cereal Production Index - Malawi
UGID/CEREAL_IRL,Cereal Production Index - Ireland
UGID/FIXTEL_SMR,Fixed Line Telephones - San Marino
UGID/CEREAL_KAZ,Cereal Production Index - Kazakhstan
UGID/FIXTEL_SEN,Fixed Line Telephones - Senegal
UGID/CEREAL_FSM,Cereal Production Index - Micronesia (Federated States of)
UGID/CEREAL_LBN,Cereal Production Index - Lebanon
UGID/FIXTEL_SOM,Fixed Line Telephones - Somalia
UGID/CEREAL_NAM,Cereal Production Index - Namibia
UGID/FIXTEL_ESP,Fixed Line Telephones - Spain
UGID/FIXTEL_THA,Fixed Line Telephones - Thailand
UGID/CEREAL_MRT,Cereal Production Index - Mauritania
UGID/FIXTEL_TGO,Fixed Line Telephones - Togo
UGID/FIXTEL_TON,Fixed Line Telephones - Tonga
UGID/CEREAL_PHL,Cereal Production Index - Philippines
UGID/CEREAL_PRT,Cereal Production Index - Portugal
UGID/CEREAL_RWA,Cereal Production Index - Rwanda
UGID/CEREAL_MNE,Cereal Production Index - Montenegro
UGID/CEREAL_SRB,Cereal Production Index - Serbia
UGID/CEREAL_NPL,Cereal Production Index - Nepal
UGID/FIXTEL_VNM,Fixed Line Telephones - Viet Nam
UGID/BOP_ATG,Balance Of Payments - Current Account - Antigua and Barbuda
UGID/FIXTEL_ZMB,Fixed Line Telephones - Zambia
UGID/CEREAL_NER,Cereal Production Index - Niger
UGID/BOP_AUT,Balance Of Payments - Current Account - Austria
UGID/CEREAL_ZAF,Cereal Production Index - South Africa
UGID/CEREAL_LKA,Cereal Production Index - Sri Lanka
UGID/CEREAL_PAK,Cereal Production Index - Pakistan
UGID/CEREAL_MKD,Cereal Production Index - The former Yugoslav Republic of Macedonia
UGID/CEREAL_MDA,Cereal Production Index - Republic of Moldova
UGID/MOBTEL_BLZ,Mobile And Cellular Telephones - Belize
UGID/BOP_ARM,Balance Of Payments - Current Account - Armenia
UGID/CEREAL_TGO,Cereal Production Index - Togo
UGID/MOBTEL_BTN,Mobile And Cellular Telephones - Bhutan
UGID/CEREAL_TTO,Cereal Production Index - Trinidad and Tobago
UGID/CEREAL_RUS,Cereal Production Index - Russian Federation
UGID/MOBTEL_BRN,Mobile And Cellular Telephones - Brunei Darussalam
UGID/CEREAL_GBR,Cereal Production Index - United Kingdom
UGID/CEREAL_VCT,Cereal Production Index - Saint Vincent and the Grenadines
UGID/CEREAL_SAU,Cereal Production Index - Saudi Arabia
UGID/BOP_BRB,Balance Of Payments - Current Account - Barbados
UGID/MOBTEL_CMR,Mobile And Cellular Telephones - Cameroon
